2	3.2533141	3.2533141	3.2533141	0.000109	1
6	3.2533141	3.1785615	3.1523282	0.007718	8
12	3.1626913	3.0579764	3.0390480	0.280410	10
20	3.1626913	3.0444037	3.0252735	2.434969	9
30	3.1619214	3.0334185	3.0179440	15.50979	10
42	3.1619214	3.0270381	3.0139226	64.36065	10
56	3.1619090	3.0222126	3.0114056	212.012	10
